i,j,x,y,numerical,exact,error,absError
19,4,4.8749999999999999e-01,1.1250000000000000e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
20,4,5.1249999999999996e-01,1.1250000000000000e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
21,4,5.3749999999999998e-01,1.1250000000000000e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
22,4,5.6250000000000000e-01,1.1250000000000000e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
23,4,5.8750000000000002e-01,1.1250000000000000e-01,-4.3519784052400001e-01,-9.5105651629515420e-01,5.1585867577115418e-01,5.1585867577115418e-01
24,4,6.1250000000000004e-01,1.1250000000000000e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
25,4,6.3749999999999996e-01,1.1250000000000000e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
26,4,6.6249999999999998e-01,1.1250000000000000e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
27,4,6.8750000000000000e-01,1.1250000000000000e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
28,4,7.1250000000000002e-01,1.1250000000000000e-01,-3.9933650313000002e-01,-8.9100652418836734e-01,4.9167002105836732e-01,4.9167002105836732e-01
29,4,7.3750000000000004e-01,1.1250000000000000e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
30,4,7.6249999999999996e-01,1.1250000000000000e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
31,4,7.8749999999999998e-01,1.1250000000000000e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
32,4,8.1250000000000000e-01,1.1250000000000000e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
33,4,8.3750000000000002e-01,1.1250000000000000e-01,-1.2954925815300000e-01,-3.0901699437494634e-01,1.7946773622194634e-01,1.7946773622194634e-01
34,4,8.6250000000000004e-01,1.1250000000000000e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
35,4,8.8749999999999996e-01,1.1250000000000000e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
36,4,9.1249999999999998e-01,1.1250000000000000e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
37,4,9.3750000000000000e-01,1.1250000000000000e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
38,4,9.6250000000000002e-01,1.1250000000000000e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
39,4,9.8750000000000004e-01,1.1250000000000000e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
0,5,1.2500000000000001e-02,1.3750000000000001e-01,3.7386481973000002e-01,8.0901699437494767e-01,-4.3515217464494765e-01,4.3515217464494765e-01
1,5,3.7499999999999999e-02,1.3750000000000001e-01,4.0957386404200002e-01,8.9100652418836845e-01,-4.8143266014636843e-01,4.8143266014636843e-01
2,5,6.2500000000000000e-02,1.3750000000000001e-01,4.3519784052400001e-01,9.5105651629515375e-01,-5.1585867577115374e-01,5.1585867577115374e-01
3,5,8.7499999999999994e-02,1.3750000000000001e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
4,5,1.1250000000000000e-01,1.3750000000000001e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
5,5,1.3750000000000001e-01,1.3750000000000001e-01,4.4657824766999998e-01,9.8768834059513777e-01,-5.4111009292513779e-01,5.4111009292513779e-01
6,5,1.6250000000000001e-01,1.3750000000000001e-01,4.2822959228700003e-01,9.5105651629515342e-01,-5.2282692400815334e-01,5.2282692400815334e-01
7,5,1.8750000000000000e-01,1.3750000000000001e-01,3.9933650313000002e-01,8.9100652418836812e-01,-4.9167002105836810e-01,4.9167002105836810e-01
8,5,2.1249999999999999e-01,1.3750000000000001e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
9,5,2.3749999999999999e-01,1.3750000000000001e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
10,5,2.6250000000000001e-01,1.3750000000000001e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
11,5,2.8749999999999998e-01,1.3750000000000001e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
12,5,3.1250000000000000e-01,1.3750000000000001e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
13,5,3.3750000000000002e-01,1.3750000000000001e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
14,5,3.6249999999999999e-01,1.3750000000000001e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
15,5,3.8750000000000001e-01,1.3750000000000001e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
16,5,4.1249999999999998e-01,1.3750000000000001e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
17,5,4.3750000000000000e-01,1.3750000000000001e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
18,5,4.6250000000000002e-01,1.3750000000000001e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
19,5,4.8749999999999999e-01,1.3750000000000001e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
20,5,5.1249999999999996e-01,1.3750000000000001e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
21,5,5.3749999999999998e-01,1.3750000000000001e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
22,5,5.6250000000000000e-01,1.3750000000000001e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
23,5,5.8750000000000002e-01,1.3750000000000001e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
24,5,6.1250000000000004e-01,1.3750000000000001e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
25,5,6.3749999999999996e-01,1.3750000000000001e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
26,5,6.6249999999999998e-01,1.3750000000000001e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
27,5,6.8750000000000000e-01,1.3750000000000001e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
28,5,7.1250000000000002e-01,1.3750000000000001e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
29,5,7.3750000000000004e-01,1.3750000000000001e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
30,5,7.6249999999999996e-01,1.3750000000000001e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
31,5,7.8749999999999998e-01,1.3750000000000001e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
32,5,8.1250000000000000e-01,1.3750000000000001e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
33,5,8.3750000000000002e-01,1.3750000000000001e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
34,5,8.6250000000000004e-01,1.3750000000000001e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
35,5,8.8749999999999996e-01,1.3750000000000001e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
36,5,9.1249999999999998e-01,1.3750000000000001e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
37,5,9.3750000000000000e-01,1.3750000000000001e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
38,5,9.6250000000000002e-01,1.3750000000000001e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
39,5,9.8750000000000004e-01,1.3750000000000001e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
0,6,1.2500000000000001e-02,1.6250000000000001e-01,4.0957386404200002e-01,8.9100652418836845e-01,-4.8143266014636843e-01,4.8143266014636843e-01
1,6,3.7499999999999999e-02,1.6250000000000001e-01,4.3519784052400001e-01,9.5105651629515375e-01,-5.1585867577115374e-01,5.1585867577115374e-01
2,6,6.2500000000000000e-02,1.6250000000000001e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
3,6,8.7499999999999994e-02,1.6250000000000001e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
4,6,1.1250000000000000e-01,1.6250000000000001e-01,4.4657824766999998e-01,9.8768834059513777e-01,-5.4111009292513779e-01,5.4111009292513779e-01
5,6,1.3750000000000001e-01,1.6250000000000001e-01,4.2822959228700003e-01,9.5105651629515342e-01,-5.2282692400815334e-01,5.2282692400815334e-01
6,6,1.6250000000000001e-01,1.6250000000000001e-01,3.9933650313000002e-01,8.9100652418836812e-01,-4.9167002105836810e-01,4.9167002105836810e-01
7,6,1.8750000000000000e-01,1.6250000000000001e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
8,6,2.1249999999999999e-01,1.6250000000000001e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
9,6,2.3749999999999999e-01,1.6250000000000001e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
10,6,2.6250000000000001e-01,1.6250000000000001e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
11,6,2.8749999999999998e-01,1.6250000000000001e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
12,6,3.1250000000000000e-01,1.6250000000000001e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
13,6,3.3750000000000002e-01,1.6250000000000001e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
14,6,3.6249999999999999e-01,1.6250000000000001e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
15,6,3.8750000000000001e-01,1.6250000000000001e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
16,6,4.1249999999999998e-01,1.6250000000000001e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
17,6,4.3750000000000000e-01,1.6250000000000001e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
18,6,4.6250000000000002e-01,1.6250000000000001e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
19,6,4.8749999999999999e-01,1.6250000000000001e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
20,6,5.1249999999999996e-01,1.6250000000000001e-01,-4.0957386404200002e-01,-8.9100652418836757e-01,4.8143266014636754e-01,4.8143266014636754e-01
21,6,5.3749999999999998e-01,1.6250000000000001e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
22,6,5.6250000000000000e-01,1.6250000000000001e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
23,6,5.8750000000000002e-01,1.6250000000000001e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
24,6,6.1250000000000004e-01,1.6250000000000001e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
25,6,6.3749999999999996e-01,1.6250000000000001e-01,-4.2822959228700003e-01,-9.5105651629515375e-01,5.2282692400815378e-01,5.2282692400815378e-01
26,6,6.6249999999999998e-01,1.6250000000000001e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
27,6,6.8750000000000000e-01,1.6250000000000001e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
28,6,7.1250000000000002e-01,1.6250000000000001e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
29,6,7.3750000000000004e-01,1.6250000000000001e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
30,6,7.6249999999999996e-01,1.6250000000000001e-01,-1.9603423317999999e-01,-4.5399049973954736e-01,2.5795626655954740e-01,2.5795626655954740e-01
31,6,7.8749999999999998e-01,1.6250000000000001e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
32,6,8.1250000000000000e-01,1.6250000000000001e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
33,6,8.3750000000000002e-01,1.6250000000000001e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
34,6,8.6250000000000004e-01,1.6250000000000001e-01,8.2146450886899994e-02,1.5643446504023198e-01,-7.4288014153331985e-02,7.4288014153331985e-02
35,6,8.8749999999999996e-01,1.6250000000000001e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
36,6,9.1249999999999998e-01,1.6250000000000001e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
37,6,9.3750000000000000e-01,1.6250000000000001e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
38,6,9.6250000000000002e-01,1.6250000000000001e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
39,6,9.8750000000000004e-01,1.6250000000000001e-01,3.7386481973000002e-01,8.0901699437494812e-01,-4.3515217464494810e-01,4.3515217464494810e-01
0,7,1.2500000000000001e-02,1.8750000000000000e-01,4.3519784052400001e-01,9.5105651629515375e-01,-5.1585867577115374e-01,5.1585867577115374e-01
1,7,3.7499999999999999e-02,1.8750000000000000e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
2,7,6.2500000000000000e-02,1.8750000000000000e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
3,7,8.7499999999999994e-02,1.8750000000000000e-01,4.4657824766999998e-01,9.8768834059513777e-01,-5.4111009292513779e-01,5.4111009292513779e-01
4,7,1.1250000000000000e-01,1.8750000000000000e-01,4.2822959228700003e-01,9.5105651629515342e-01,-5.2282692400815334e-01,5.2282692400815334e-01
5,7,1.3750000000000001e-01,1.8750000000000000e-01,3.9933650313000002e-01,8.9100652418836812e-01,-4.9167002105836810e-01,4.9167002105836810e-01
6,7,1.6250000000000001e-01,1.8750000000000000e-01,3.6061042394400000e-01,8.0901699437494723e-01,-4.4840657043094723e-01,4.4840657043094723e-01
7,7,1.8750000000000000e-01,1.8750000000000000e-01,3.1300491932300001e-01,7.0710678118654791e-01,-3.9410186186354790e-01,3.9410186186354790e-01
8,7,2.1249999999999999e-01,1.8750000000000000e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
9,7,2.3749999999999999e-01,1.8750000000000000e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
10,7,2.6250000000000001e-01,1.8750000000000000e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
11,7,2.8749999999999998e-01,1.8750000000000000e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
12,7,3.1250000000000000e-01,1.8750000000000000e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
13,7,3.3750000000000002e-01,1.8750000000000000e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
14,7,3.6249999999999999e-01,1.8750000000000000e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
15,7,3.8750000000000001e-01,1.8750000000000000e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
16,7,4.1249999999999998e-01,1.8750000000000000e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
17,7,4.3750000000000000e-01,1.8750000000000000e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
18,7,4.6250000000000002e-01,1.8750000000000000e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
19,7,4.8749999999999999e-01,1.8750000000000000e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
20,7,5.1249999999999996e-01,1.8750000000000000e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
21,7,5.3749999999999998e-01,1.8750000000000000e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
22,7,5.6250000000000000e-01,1.8750000000000000e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
23,7,5.8750000000000002e-01,1.8750000000000000e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
24,7,6.1250000000000004e-01,1.8750000000000000e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
25,7,6.3749999999999996e-01,1.8750000000000000e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
26,7,6.6249999999999998e-01,1.8750000000000000e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
27,7,6.8750000000000000e-01,1.8750000000000000e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
28,7,7.1250000000000002e-01,1.8750000000000000e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
29,7,7.3750000000000004e-01,1.8750000000000000e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
