cell,x,y,numerical,exact,error,absError
32,4.0625000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,2.6765000886546989e-35,2.2917275808800001e-17,2.2917275808800001e-17
33,4.1875000000000001e-01,6.2500000000000003e-03,2.2917275808800001e-17,2.3255673696670664e-35,2.2917275808800001e-17,2.2917275808800001e-17
34,4.3125000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,1.9602967545158204e-35,2.2917275808800001e-17,2.2917275808800001e-17
35,4.4375000000000003e-01,6.2500000000000003e-03,2.2917275808800001e-17,1.5829402580081565e-35,2.2917275808800001e-17,2.2917275808800001e-17
36,4.5625000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,1.1958244084288306e-35,2.2917275808800001e-17,2.2917275808800001e-17
37,4.6875000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,8.0133590371955550e-36,2.2917275808800001e-17,2.2917275808800001e-17
38,4.8125000000000001e-01,6.2500000000000003e-03,2.2917275808800001e-17,4.0190689669263892e-36,2.2917275808800001e-17,2.2917275808800001e-17
39,4.9375000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.8819768059672166e-50,2.2917275808800001e-17,2.2917275808800001e-17
40,5.0624999999999998e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.0190689669264273e-36,2.2917275808800001e-17,2.2917275808800001e-17
41,5.1875000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-8.0133590371955924e-36,2.2917275808800001e-17,2.2917275808800001e-17
42,5.3125000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.1958244084288344e-35,2.2917275808800001e-17,2.2917275808800001e-17
43,5.4375000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.5829402580081603e-35,2.2917275808800001e-17,2.2917275808800001e-17
44,5.5625000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-1.9602967545158236e-35,2.2917275808800001e-17,2.2917275808800001e-17
45,5.6874999999999998e-01,6.2500000000000003e-03,2.2917275808800001e-17,-2.3255673696670698e-35,2.2917275808800001e-17,2.2917275808800001e-17
46,5.8125000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-2.6765000886547021e-35,2.2917275808800001e-17,2.2917275808800001e-17
47,5.9375000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.0109312945691827e-35,2.2917275808800001e-17,2.2917275808800001e-17
48,6.0625000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.3267991078163876e-35,2.2917275808800001e-17,2.2917275808800001e-17
49,6.1875000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.6221560982909409e-35,2.2917275808800001e-17,2.2917275808800001e-17
50,6.3125000000000009e-01,6.2500000000000003e-03,2.2917275808800001e-17,-3.8951812919304021e-35,2.2917275808800001e-17,2.2917275808800001e-17
51,6.4375000000000004e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.1441913976258879e-35,2.2917275808800001e-17,2.2917275808800001e-17
52,6.5625000000000000e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.3676511852715338e-35,2.2917275808800001e-17,2.2917275808800001e-17
53,6.6875000000000007e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.5641829509685789e-35,2.2917275808800001e-17,2.2917275808800001e-17
54,6.8125000000000002e-01,6.2500000000000003e-03,2.2917275808800001e-17,-4.7325750110280542e-35,2.2917275808800001e-17,2.2917275808800001e-17
